stage,model,scope,metric
16,dt,interpretability summary,perm_vs_shap_rank_corr
16,dt,interpretability summary,top10_overlap_dt
16,dt,interpretability summary,top10_overlap_lr
16,dt,interpretability summary,top10_overlap_rf
16,dt,interpretability summary,top10_overlap_xgb
16,dt,interpretability summary,tree_depth
16,lr,cross-fitted development,permutation::age::mean
16,lr,cross-fitted development,permutation::age::rank
16,lr,cross-fitted development,permutation::age::sd
16,lr,cross-fitted development,permutation::bill_amount_april::mean
16,lr,cross-fitted development,permutation::bill_amount_april::rank
16,lr,cross-fitted development,permutation::bill_amount_april::sd
16,lr,cross-fitted development,permutation::bill_amount_august::mean
16,lr,cross-fitted development,permutation::bill_amount_august::rank
16,lr,cross-fitted development,permutation::bill_amount_august::sd
16,lr,cross-fitted development,permutation::bill_amount_july::mean
16,lr,cross-fitted development,permutation::bill_amount_july::rank
16,lr,cross-fitted development,permutation::bill_amount_july::sd
16,lr,cross-fitted development,permutation::bill_amount_june::mean
16,lr,cross-fitted development,permutation::bill_amount_june::rank
16,lr,cross-fitted development,permutation::bill_amount_june::sd
16,lr,cross-fitted development,permutation::bill_amount_may::mean
16,lr,cross-fitted development,permutation::bill_amount_may::rank
16,lr,cross-fitted development,permutation::bill_amount_may::sd
16,lr,cross-fitted development,permutation::bill_amount_september::mean
16,lr,cross-fitted development,permutation::bill_amount_september::rank
16,lr,cross-fitted development,permutation::bill_amount_september::sd
16,lr,cross-fitted development,permutation::credit_limit::mean
16,lr,cross-fitted development,permutation::credit_limit::rank
16,lr,cross-fitted development,permutation::credit_limit::sd
16,lr,cross-fitted development,permutation::education_level::mean
16,lr,cross-fitted development,permutation::education_level::rank
16,lr,cross-fitted development,permutation::education_level::sd
16,lr,cross-fitted development,permutation::marital_status::mean
16,lr,cross-fitted development,permutation::marital_status::rank
16,lr,cross-fitted development,permutation::marital_status::sd
16,lr,cross-fitted development,permutation::payment_amount_april::mean
16,lr,cross-fitted development,permutation::payment_amount_april::rank
16,lr,cross-fitted development,permutation::payment_amount_april::sd
16,lr,cross-fitted development,permutation::payment_amount_august::mean
16,lr,cross-fitted development,permutation::payment_amount_august::rank
16,lr,cross-fitted development,permutation::payment_amount_august::sd
16,lr,cross-fitted development,permutation::payment_amount_july::mean
16,lr,cross-fitted development,permutation::payment_amount_july::rank
16,lr,cross-fitted development,permutation::payment_amount_july::sd
16,lr,cross-fitted development,permutation::payment_amount_june::mean
16,lr,cross-fitted development,permutation::payment_amount_june::rank
16,lr,cross-fitted development,permutation::payment_amount_june::sd
16,lr,cross-fitted development,permutation::payment_amount_may::mean
16,lr,cross-fitted development,permutation::payment_amount_may::rank
16,lr,cross-fitted development,permutation::payment_amount_may::sd
16,lr,cross-fitted development,permutation::payment_amount_september::mean
16,lr,cross-fitted development,permutation::payment_amount_september::rank
16,lr,cross-fitted development,permutation::payment_amount_september::sd
16,lr,cross-fitted development,permutation::repayment_status_april::mean
16,lr,cross-fitted development,permutation::repayment_status_april::rank
16,lr,cross-fitted development,permutation::repayment_status_april::sd
16,lr,cross-fitted development,permutation::repayment_status_august::mean
16,lr,cross-fitted development,permutation::repayment_status_august::rank
16,lr,cross-fitted development,permutation::repayment_status_august::sd
16,lr,cross-fitted development,permutation::repayment_status_july::mean
16,lr,cross-fitted development,permutation::repayment_status_july::rank
16,lr,cross-fitted development,permutation::repayment_status_july::sd
16,lr,cross-fitted development,permutation::repayment_status_june::mean
16,lr,cross-fitted development,permutation::repayment_status_june::rank
16,lr,cross-fitted development,permutation::repayment_status_june::sd
16,lr,cross-fitted development,permutation::repayment_status_may::mean
16,lr,cross-fitted development,permutation::repayment_status_may::rank
16,lr,cross-fitted development,permutation::repayment_status_may::sd
16,lr,cross-fitted development,permutation::repayment_status_september::mean
16,lr,cross-fitted development,permutation::repayment_status_september::rank
16,lr,cross-fitted development,permutation::repayment_status_september::sd
16,lr,cross-fitted development,permutation::sex::mean
16,lr,cross-fitted development,permutation::sex::rank
16,lr,cross-fitted development,permutation::sex::sd
16,lr,final-refit development,encoded::binary__sex::absolute_coefficient
16,lr,final-refit development,encoded::binary__sex::coefficient
16,lr,final-refit development,encoded::binary__sex::odds_ratio
16,lr,final-refit development,encoded::nominal__education_level_1::absolute_coefficient
16,lr,final-refit development,encoded::nominal__education_level_1::coefficient
16,lr,final-refit development,encoded::nominal__education_level_1::odds_ratio
16,lr,final-refit development,encoded::nominal__education_level_3::absolute_coefficient
16,lr,final-refit development,encoded::nominal__education_level_3::coefficient
16,lr,final-refit development,encoded::nominal__education_level_3::odds_ratio
16,lr,final-refit development,encoded::nominal__education_level_4::absolute_coefficient
16,lr,final-refit development,encoded::nominal__education_level_4::coefficient
16,lr,final-refit development,encoded::nominal__education_level_4::odds_ratio
16,lr,final-refit development,encoded::nominal__marital_status_1::absolute_coefficient
16,lr,final-refit development,encoded::nominal__marital_status_1::coefficient
16,lr,final-refit development,encoded::nominal__marital_status_1::odds_ratio
16,lr,final-refit development,encoded::nominal__marital_status_3::absolute_coefficient
16,lr,final-refit development,encoded::nominal__marital_status_3::coefficient
16,lr,final-refit development,encoded::nominal__marital_status_3::odds_ratio
16,lr,final-refit development,encoded::numeric__age::absolute_coefficient
16,lr,final-refit development,encoded::numeric__age::coefficient
16,lr,final-refit development,encoded::numeric__age::odds_ratio
16,lr,final-refit development,encoded::numeric__bill_amount_september::absolute_coefficient
16,lr,final-refit development,encoded::numeric__bill_amount_september::coefficient
16,lr,final-refit development,encoded::numeric__bill_amount_september::odds_ratio
16,lr,final-refit development,encoded::numeric__credit_limit::absolute_coefficient
16,lr,final-refit development,encoded::numeric__credit_limit::coefficient
16,lr,final-refit development,encoded::numeric__credit_limit::odds_ratio
16,lr,final-refit development,encoded::payment__payment_amount_april::absolute_coefficient
16,lr,final-refit development,encoded::payment__payment_amount_april::coefficient
16,lr,final-refit development,encoded::payment__payment_amount_april::odds_ratio
16,lr,final-refit development,encoded::payment__payment_amount_august::absolute_coefficient
16,lr,final-refit development,encoded::payment__payment_amount_august::coefficient
16,lr,final-refit development,encoded::payment__payment_amount_august::odds_ratio
16,lr,final-refit development,encoded::payment__payment_amount_july::absolute_coefficient
16,lr,final-refit development,encoded::payment__payment_amount_july::coefficient
16,lr,final-refit development,encoded::payment__payment_amount_july::odds_ratio
16,lr,final-refit development,encoded::payment__payment_amount_june::absolute_coefficient
16,lr,final-refit development,encoded::payment__payment_amount_june::coefficient
16,lr,final-refit development,encoded::payment__payment_amount_june::odds_ratio
16,lr,final-refit development,encoded::payment__payment_amount_may::absolute_coefficient
16,lr,final-refit development,encoded::payment__payment_amount_may::coefficient
16,lr,final-refit development,encoded::payment__payment_amount_may::odds_ratio
16,lr,final-refit development,encoded::payment__payment_amount_september::absolute_coefficient
16,lr,final-refit development,encoded::payment__payment_amount_september::coefficient
16,lr,final-refit development,encoded::payment__payment_amount_september::odds_ratio
16,lr,final-refit development,encoded::repayment__repayment_status_april_delay_1_2m::absolute_coefficient
16,lr,final-refit development,encoded::repayment__repayment_status_april_delay_1_2m::coefficient
16,lr,final-refit development,encoded::repayment__repayment_status_april_delay_1_2m::odds_ratio
16,lr,final-refit development,encoded::repayment__repayment_status_april_delay_3m_plus::absolute_coefficient
16,lr,final-refit development,encoded::repayment__repayment_status_april_delay_3m_plus::coefficient
16,lr,final-refit development,encoded::repayment__repayment_status_april_delay_3m_plus::odds_ratio
16,lr,final-refit development,encoded::repayment__repayment_status_august_delay_1_2m::absolute_coefficient
16,lr,final-refit development,encoded::repayment__repayment_status_august_delay_1_2m::coefficient
16,lr,final-refit development,encoded::repayment__repayment_status_august_delay_1_2m::odds_ratio
16,lr,final-refit development,encoded::repayment__repayment_status_august_delay_3m_plus::absolute_coefficient
16,lr,final-refit development,encoded::repayment__repayment_status_august_delay_3m_plus::coefficient
16,lr,final-refit development,encoded::repayment__repayment_status_august_delay_3m_plus::odds_ratio
16,lr,final-refit development,encoded::repayment__repayment_status_july_delay_1_2m::absolute_coefficient
16,lr,final-refit development,encoded::repayment__repayment_status_july_delay_1_2m::coefficient
16,lr,final-refit development,encoded::repayment__repayment_status_july_delay_1_2m::odds_ratio
16,lr,final-refit development,encoded::repayment__repayment_status_july_delay_3m_plus::absolute_coefficient
16,lr,final-refit development,encoded::repayment__repayment_status_july_delay_3m_plus::coefficient
16,lr,final-refit development,encoded::repayment__repayment_status_july_delay_3m_plus::odds_ratio
16,lr,final-refit development,encoded::repayment__repayment_status_june_delay_1_2m::absolute_coefficient
16,lr,final-refit development,encoded::repayment__repayment_status_june_delay_1_2m::coefficient
16,lr,final-refit development,encoded::repayment__repayment_status_june_delay_1_2m::odds_ratio
16,lr,final-refit development,encoded::repayment__repayment_status_june_delay_3m_plus::absolute_coefficient
16,lr,final-refit development,encoded::repayment__repayment_status_june_delay_3m_plus::coefficient
16,lr,final-refit development,encoded::repayment__repayment_status_june_delay_3m_plus::odds_ratio
16,lr,final-refit development,encoded::repayment__repayment_status_may_delay_1_2m::absolute_coefficient
16,lr,final-refit development,encoded::repayment__repayment_status_may_delay_1_2m::coefficient
16,lr,final-refit development,encoded::repayment__repayment_status_may_delay_1_2m::odds_ratio
16,lr,final-refit development,encoded::repayment__repayment_status_may_delay_3m_plus::absolute_coefficient
16,lr,final-refit development,encoded::repayment__repayment_status_may_delay_3m_plus::coefficient
16,lr,final-refit development,encoded::repayment__repayment_status_may_delay_3m_plus::odds_ratio
16,lr,final-refit development,encoded::repayment__repayment_status_september_delay_1m::absolute_coefficient
16,lr,final-refit development,encoded::repayment__repayment_status_september_delay_1m::coefficient
16,lr,final-refit development,encoded::repayment__repayment_status_september_delay_1m::odds_ratio
16,lr,final-refit development,encoded::repayment__repayment_status_september_delay_2m::absolute_coefficient
16,lr,final-refit development,encoded::repayment__repayment_status_september_delay_2m::coefficient
16,lr,final-refit development,encoded::repayment__repayment_status_september_delay_2m::odds_ratio
16,lr,final-refit development,encoded::repayment__repayment_status_september_delay_3m_plus::absolute_coefficient
16,lr,final-refit development,encoded::repayment__repayment_status_september_delay_3m_plus::coefficient
16,lr,final-refit development,encoded::repayment__repayment_status_september_delay_3m_plus::odds_ratio
16,lr,final-refit development,shap::age::direction_rho
16,lr,final-refit development,shap::age::mean_absolute
16,lr,final-refit development,shap::age::mean_signed
16,lr,final-refit development,shap::age::rank
16,lr,final-refit development,shap::bill_amount_september::direction_rho
16,lr,final-refit development,shap::bill_amount_september::mean_absolute
16,lr,final-refit development,shap::bill_amount_september::mean_signed
16,lr,final-refit development,shap::bill_amount_september::rank
16,lr,final-refit development,shap::credit_limit::direction_rho
16,lr,final-refit development,shap::credit_limit::mean_absolute
16,lr,final-refit development,shap::credit_limit::mean_signed
16,lr,final-refit development,shap::credit_limit::rank
16,lr,final-refit development,shap::education_level::direction_rho
16,lr,final-refit development,shap::education_level::mean_absolute
16,lr,final-refit development,shap::education_level::mean_signed
16,lr,final-refit development,shap::education_level::rank
16,lr,final-refit development,shap::marital_status::direction_rho
16,lr,final-refit development,shap::marital_status::mean_absolute
16,lr,final-refit development,shap::marital_status::mean_signed
16,lr,final-refit development,shap::marital_status::rank
16,lr,final-refit development,shap::payment_amount_april::direction_rho
16,lr,final-refit development,shap::payment_amount_april::mean_absolute
16,lr,final-refit development,shap::payment_amount_april::mean_signed
16,lr,final-refit development,shap::payment_amount_april::rank
16,lr,final-refit development,shap::payment_amount_august::direction_rho
16,lr,final-refit development,shap::payment_amount_august::mean_absolute
16,lr,final-refit development,shap::payment_amount_august::mean_signed
16,lr,final-refit development,shap::payment_amount_august::rank
16,lr,final-refit development,shap::payment_amount_july::direction_rho
16,lr,final-refit development,shap::payment_amount_july::mean_absolute
16,lr,final-refit development,shap::payment_amount_july::mean_signed
16,lr,final-refit development,shap::payment_amount_july::rank
16,lr,final-refit development,shap::payment_amount_june::direction_rho
16,lr,final-refit development,shap::payment_amount_june::mean_absolute
16,lr,final-refit development,shap::payment_amount_june::mean_signed
16,lr,final-refit development,shap::payment_amount_june::rank
16,lr,final-refit development,shap::payment_amount_may::direction_rho
16,lr,final-refit development,shap::payment_amount_may::mean_absolute
16,lr,final-refit development,shap::payment_amount_may::mean_signed
16,lr,final-refit development,shap::payment_amount_may::rank
16,lr,final-refit development,shap::payment_amount_september::direction_rho
16,lr,final-refit development,shap::payment_amount_september::mean_absolute
16,lr,final-refit development,shap::payment_amount_september::mean_signed
16,lr,final-refit development,shap::payment_amount_september::rank
16,lr,final-refit development,shap::repayment_status_april::direction_rho
16,lr,final-refit development,shap::repayment_status_april::mean_absolute
16,lr,final-refit development,shap::repayment_status_april::mean_signed
16,lr,final-refit development,shap::repayment_status_april::rank
16,lr,final-refit development,shap::repayment_status_august::direction_rho
16,lr,final-refit development,shap::repayment_status_august::mean_absolute
16,lr,final-refit development,shap::repayment_status_august::mean_signed
16,lr,final-refit development,shap::repayment_status_august::rank
16,lr,final-refit development,shap::repayment_status_july::direction_rho
16,lr,final-refit development,shap::repayment_status_july::mean_absolute
16,lr,final-refit development,shap::repayment_status_july::mean_signed
16,lr,final-refit development,shap::repayment_status_july::rank
16,lr,final-refit development,shap::repayment_status_june::direction_rho
16,lr,final-refit development,shap::repayment_status_june::mean_absolute
16,lr,final-refit development,shap::repayment_status_june::mean_signed
16,lr,final-refit development,shap::repayment_status_june::rank
16,lr,final-refit development,shap::repayment_status_may::direction_rho
16,lr,final-refit development,shap::repayment_status_may::mean_absolute
16,lr,final-refit development,shap::repayment_status_may::mean_signed
16,lr,final-refit development,shap::repayment_status_may::rank
16,lr,final-refit development,shap::repayment_status_september::direction_rho
16,lr,final-refit development,shap::repayment_status_september::mean_absolute
16,lr,final-refit development,shap::repayment_status_september::mean_signed
16,lr,final-refit development,shap::repayment_status_september::rank
16,lr,final-refit development,shap::sex::direction_rho
16,lr,final-refit development,shap::sex::mean_absolute
16,lr,final-refit development,shap::sex::mean_signed
16,lr,final-refit development,shap::sex::rank
16,lr,interpretability summary,calibration_slope
16,lr,interpretability summary,n_features_used
16,lr,interpretability summary,n_leaves
16,lr,interpretability summary,n_nonzero_coef
16,lr,interpretability summary,native_vs_perm_rank_corr
16,lr,interpretability summary,perm_vs_shap_rank_corr
16,lr,interpretability summary,top10_overlap_dt
16,lr,interpretability summary,top10_overlap_lr
16,lr,interpretability summary,top10_overlap_rf
16,lr,interpretability summary,top10_overlap_xgb
16,lr,interpretability summary,tree_depth
16,rf,cross-fitted development,permutation::age::mean
16,rf,cross-fitted development,permutation::age::rank
16,rf,cross-fitted development,permutation::age::sd
16,rf,cross-fitted development,permutation::bill_amount_april::mean
16,rf,cross-fitted development,permutation::bill_amount_april::rank
16,rf,cross-fitted development,permutation::bill_amount_april::sd
16,rf,cross-fitted development,permutation::bill_amount_august::mean
16,rf,cross-fitted development,permutation::bill_amount_august::rank
16,rf,cross-fitted development,permutation::bill_amount_august::sd
16,rf,cross-fitted development,permutation::bill_amount_july::mean
16,rf,cross-fitted development,permutation::bill_amount_july::rank
16,rf,cross-fitted development,permutation::bill_amount_july::sd
16,rf,cross-fitted development,permutation::bill_amount_june::mean
16,rf,cross-fitted development,permutation::bill_amount_june::rank
16,rf,cross-fitted development,permutation::bill_amount_june::sd
16,rf,cross-fitted development,permutation::bill_amount_may::mean
16,rf,cross-fitted development,permutation::bill_amount_may::rank
16,rf,cross-fitted development,permutation::bill_amount_may::sd
16,rf,cross-fitted development,permutation::bill_amount_september::mean
16,rf,cross-fitted development,permutation::bill_amount_september::rank
16,rf,cross-fitted development,permutation::bill_amount_september::sd
16,rf,cross-fitted development,permutation::credit_limit::mean
16,rf,cross-fitted development,permutation::credit_limit::rank
16,rf,cross-fitted development,permutation::credit_limit::sd
16,rf,cross-fitted development,permutation::education_level::mean
16,rf,cross-fitted development,permutation::education_level::rank
16,rf,cross-fitted development,permutation::education_level::sd
16,rf,cross-fitted development,permutation::marital_status::mean
16,rf,cross-fitted development,permutation::marital_status::rank
16,rf,cross-fitted development,permutation::marital_status::sd
16,rf,cross-fitted development,permutation::payment_amount_april::mean
16,rf,cross-fitted development,permutation::payment_amount_april::rank
16,rf,cross-fitted development,permutation::payment_amount_april::sd
16,rf,cross-fitted development,permutation::payment_amount_august::mean
16,rf,cross-fitted development,permutation::payment_amount_august::rank
16,rf,cross-fitted development,permutation::payment_amount_august::sd
16,rf,cross-fitted development,permutation::payment_amount_july::mean
16,rf,cross-fitted development,permutation::payment_amount_july::rank
16,rf,cross-fitted development,permutation::payment_amount_july::sd
16,rf,cross-fitted development,permutation::payment_amount_june::mean
16,rf,cross-fitted development,permutation::payment_amount_june::rank
16,rf,cross-fitted development,permutation::payment_amount_june::sd
16,rf,cross-fitted development,permutation::payment_amount_may::mean
16,rf,cross-fitted development,permutation::payment_amount_may::rank
16,rf,cross-fitted development,permutation::payment_amount_may::sd
16,rf,cross-fitted development,permutation::payment_amount_september::mean
16,rf,cross-fitted development,permutation::payment_amount_september::rank
16,rf,cross-fitted development,permutation::payment_amount_september::sd
16,rf,cross-fitted development,permutation::repayment_status_april::mean
16,rf,cross-fitted development,permutation::repayment_status_april::rank
16,rf,cross-fitted development,permutation::repayment_status_april::sd
16,rf,cross-fitted development,permutation::repayment_status_august::mean
16,rf,cross-fitted development,permutation::repayment_status_august::rank
16,rf,cross-fitted development,permutation::repayment_status_august::sd
16,rf,cross-fitted development,permutation::repayment_status_july::mean
16,rf,cross-fitted development,permutation::repayment_status_july::rank
16,rf,cross-fitted development,permutation::repayment_status_july::sd
16,rf,cross-fitted development,permutation::repayment_status_june::mean
16,rf,cross-fitted development,permutation::repayment_status_june::rank
16,rf,cross-fitted development,permutation::repayment_status_june::sd
16,rf,cross-fitted development,permutation::repayment_status_may::mean
16,rf,cross-fitted development,permutation::repayment_status_may::rank
16,rf,cross-fitted development,permutation::repayment_status_may::sd
16,rf,cross-fitted development,permutation::repayment_status_september::mean
16,rf,cross-fitted development,permutation::repayment_status_september::rank
16,rf,cross-fitted development,permutation::repayment_status_september::sd
16,rf,cross-fitted development,permutation::sex::mean
16,rf,cross-fitted development,permutation::sex::rank
16,rf,cross-fitted development,permutation::sex::sd
16,rf,final-refit development,native::age::importance
16,rf,final-refit development,native::bill_amount_april::importance
16,rf,final-refit development,native::bill_amount_august::importance
16,rf,final-refit development,native::bill_amount_july::importance
16,rf,final-refit development,native::bill_amount_june::importance
16,rf,final-refit development,native::bill_amount_may::importance
16,rf,final-refit development,native::bill_amount_september::importance
16,rf,final-refit development,native::credit_limit::importance
16,rf,final-refit development,native::education_level::importance
16,rf,final-refit development,native::marital_status::importance
16,rf,final-refit development,native::payment_amount_april::importance
16,rf,final-refit development,native::payment_amount_august::importance
16,rf,final-refit development,native::payment_amount_july::importance
16,rf,final-refit development,native::payment_amount_june::importance
16,rf,final-refit development,native::payment_amount_may::importance
16,rf,final-refit development,native::payment_amount_september::importance
16,rf,final-refit development,native::repayment_status_april::importance
16,rf,final-refit development,native::repayment_status_august::importance
16,rf,final-refit development,native::repayment_status_july::importance
16,rf,final-refit development,native::repayment_status_june::importance
16,rf,final-refit development,native::repayment_status_may::importance
16,rf,final-refit development,native::repayment_status_september::importance
16,rf,final-refit development,native::sex::importance
16,rf,final-refit development,shap::age::direction_rho
16,rf,final-refit development,shap::age::mean_absolute
16,rf,final-refit development,shap::age::mean_signed
16,rf,final-refit development,shap::age::rank
16,rf,final-refit development,shap::bill_amount_april::direction_rho
16,rf,final-refit development,shap::bill_amount_april::mean_absolute
16,rf,final-refit development,shap::bill_amount_april::mean_signed
16,rf,final-refit development,shap::bill_amount_april::rank
16,rf,final-refit development,shap::bill_amount_august::direction_rho
16,rf,final-refit development,shap::bill_amount_august::mean_absolute
16,rf,final-refit development,shap::bill_amount_august::mean_signed
16,rf,final-refit development,shap::bill_amount_august::rank
16,rf,final-refit development,shap::bill_amount_july::direction_rho
16,rf,final-refit development,shap::bill_amount_july::mean_absolute
16,rf,final-refit development,shap::bill_amount_july::mean_signed
16,rf,final-refit development,shap::bill_amount_july::rank
16,rf,final-refit development,shap::bill_amount_june::direction_rho
16,rf,final-refit development,shap::bill_amount_june::mean_absolute
16,rf,final-refit development,shap::bill_amount_june::mean_signed
16,rf,final-refit development,shap::bill_amount_june::rank
16,rf,final-refit development,shap::bill_amount_may::direction_rho
16,rf,final-refit development,shap::bill_amount_may::mean_absolute
16,rf,final-refit development,shap::bill_amount_may::mean_signed
16,rf,final-refit development,shap::bill_amount_may::rank
16,rf,final-refit development,shap::bill_amount_september::direction_rho
16,rf,final-refit development,shap::bill_amount_september::mean_absolute
16,rf,final-refit development,shap::bill_amount_september::mean_signed
16,rf,final-refit development,shap::bill_amount_september::rank
16,rf,final-refit development,shap::credit_limit::direction_rho
16,rf,final-refit development,shap::credit_limit::mean_absolute
16,rf,final-refit development,shap::credit_limit::mean_signed
16,rf,final-refit development,shap::credit_limit::rank
16,rf,final-refit development,shap::education_level::direction_rho
16,rf,final-refit development,shap::education_level::mean_absolute
16,rf,final-refit development,shap::education_level::mean_signed
16,rf,final-refit development,shap::education_level::rank
16,rf,final-refit development,shap::marital_status::direction_rho
16,rf,final-refit development,shap::marital_status::mean_absolute
16,rf,final-refit development,shap::marital_status::mean_signed
16,rf,final-refit development,shap::marital_status::rank
16,rf,final-refit development,shap::payment_amount_april::direction_rho
16,rf,final-refit development,shap::payment_amount_april::mean_absolute
16,rf,final-refit development,shap::payment_amount_april::mean_signed
16,rf,final-refit development,shap::payment_amount_april::rank
16,rf,final-refit development,shap::payment_amount_august::direction_rho
16,rf,final-refit development,shap::payment_amount_august::mean_absolute
16,rf,final-refit development,shap::payment_amount_august::mean_signed
16,rf,final-refit development,shap::payment_amount_august::rank
16,rf,final-refit development,shap::payment_amount_july::direction_rho
16,rf,final-refit development,shap::payment_amount_july::mean_absolute
16,rf,final-refit development,shap::payment_amount_july::mean_signed
16,rf,final-refit development,shap::payment_amount_july::rank
16,rf,final-refit development,shap::payment_amount_june::direction_rho
16,rf,final-refit development,shap::payment_amount_june::mean_absolute
16,rf,final-refit development,shap::payment_amount_june::mean_signed
16,rf,final-refit development,shap::payment_amount_june::rank
16,rf,final-refit development,shap::payment_amount_may::direction_rho
16,rf,final-refit development,shap::payment_amount_may::mean_absolute
16,rf,final-refit development,shap::payment_amount_may::mean_signed
16,rf,final-refit development,shap::payment_amount_may::rank
16,rf,final-refit development,shap::payment_amount_september::direction_rho
16,rf,final-refit development,shap::payment_amount_september::mean_absolute
16,rf,final-refit development,shap::payment_amount_september::mean_signed
16,rf,final-refit development,shap::payment_amount_september::rank
16,rf,final-refit development,shap::repayment_status_april::direction_rho
16,rf,final-refit development,shap::repayment_status_april::mean_absolute
16,rf,final-refit development,shap::repayment_status_april::mean_signed
16,rf,final-refit development,shap::repayment_status_april::rank
16,rf,final-refit development,shap::repayment_status_august::direction_rho
16,rf,final-refit development,shap::repayment_status_august::mean_absolute
16,rf,final-refit development,shap::repayment_status_august::mean_signed
16,rf,final-refit development,shap::repayment_status_august::rank
16,rf,final-refit development,shap::repayment_status_july::direction_rho
16,rf,final-refit development,shap::repayment_status_july::mean_absolute
16,rf,final-refit development,shap::repayment_status_july::mean_signed
16,rf,final-refit development,shap::repayment_status_july::rank
16,rf,final-refit development,shap::repayment_status_june::direction_rho
16,rf,final-refit development,shap::repayment_status_june::mean_absolute
16,rf,final-refit development,shap::repayment_status_june::mean_signed
16,rf,final-refit development,shap::repayment_status_june::rank
16,rf,final-refit development,shap::repayment_status_may::direction_rho
16,rf,final-refit development,shap::repayment_status_may::mean_absolute
16,rf,final-refit development,shap::repayment_status_may::mean_signed
16,rf,final-refit development,shap::repayment_status_may::rank
16,rf,final-refit development,shap::repayment_status_september::direction_rho
16,rf,final-refit development,shap::repayment_status_september::mean_absolute
16,rf,final-refit development,shap::repayment_status_september::mean_signed
16,rf,final-refit development,shap::repayment_status_september::rank
16,rf,final-refit development,shap::sex::direction_rho
16,rf,final-refit development,shap::sex::mean_absolute
16,rf,final-refit development,shap::sex::mean_signed
16,rf,final-refit development,shap::sex::rank
16,rf,interpretability summary,calibration_slope
16,rf,interpretability summary,n_features_used
16,rf,interpretability summary,n_leaves
16,rf,interpretability summary,n_nonzero_coef
16,rf,interpretability summary,native_vs_perm_rank_corr
16,rf,interpretability summary,perm_vs_shap_rank_corr
16,rf,interpretability summary,top10_overlap_dt
16,rf,interpretability summary,top10_overlap_lr
16,rf,interpretability summary,top10_overlap_rf
16,rf,interpretability summary,top10_overlap_xgb
16,rf,interpretability summary,tree_depth
16,xgb,cross-fitted development,permutation::age::mean
16,xgb,cross-fitted development,permutation::age::rank
16,xgb,cross-fitted development,permutation::age::sd
16,xgb,cross-fitted development,permutation::bill_amount_april::mean
16,xgb,cross-fitted development,permutation::bill_amount_april::rank
16,xgb,cross-fitted development,permutation::bill_amount_april::sd
16,xgb,cross-fitted development,permutation::bill_amount_august::mean
16,xgb,cross-fitted development,permutation::bill_amount_august::rank
16,xgb,cross-fitted development,permutation::bill_amount_august::sd
16,xgb,cross-fitted development,permutation::bill_amount_july::mean
16,xgb,cross-fitted development,permutation::bill_amount_july::rank
16,xgb,cross-fitted development,permutation::bill_amount_july::sd
16,xgb,cross-fitted development,permutation::bill_amount_june::mean
16,xgb,cross-fitted development,permutation::bill_amount_june::rank
16,xgb,cross-fitted development,permutation::bill_amount_june::sd
16,xgb,cross-fitted development,permutation::bill_amount_may::mean
16,xgb,cross-fitted development,permutation::bill_amount_may::rank
16,xgb,cross-fitted development,permutation::bill_amount_may::sd
16,xgb,cross-fitted development,permutation::bill_amount_september::mean
16,xgb,cross-fitted development,permutation::bill_amount_september::rank
16,xgb,cross-fitted development,permutation::bill_amount_september::sd
16,xgb,cross-fitted development,permutation::credit_limit::mean
16,xgb,cross-fitted development,permutation::credit_limit::rank
16,xgb,cross-fitted development,permutation::credit_limit::sd
16,xgb,cross-fitted development,permutation::education_level::mean
16,xgb,cross-fitted development,permutation::education_level::rank
16,xgb,cross-fitted development,permutation::education_level::sd
16,xgb,cross-fitted development,permutation::marital_status::mean
16,xgb,cross-fitted development,permutation::marital_status::rank
16,xgb,cross-fitted development,permutation::marital_status::sd
16,xgb,cross-fitted development,permutation::payment_amount_april::mean
16,xgb,cross-fitted development,permutation::payment_amount_april::rank
16,xgb,cross-fitted development,permutation::payment_amount_april::sd
16,xgb,cross-fitted development,permutation::payment_amount_august::mean
16,xgb,cross-fitted development,permutation::payment_amount_august::rank
16,xgb,cross-fitted development,permutation::payment_amount_august::sd
16,xgb,cross-fitted development,permutation::payment_amount_july::mean
16,xgb,cross-fitted development,permutation::payment_amount_july::rank
16,xgb,cross-fitted development,permutation::payment_amount_july::sd
16,xgb,cross-fitted development,permutation::payment_amount_june::mean
16,xgb,cross-fitted development,permutation::payment_amount_june::rank
16,xgb,cross-fitted development,permutation::payment_amount_june::sd
16,xgb,cross-fitted development,permutation::payment_amount_may::mean
16,xgb,cross-fitted development,permutation::payment_amount_may::rank
16,xgb,cross-fitted development,permutation::payment_amount_may::sd
16,xgb,cross-fitted development,permutation::payment_amount_september::mean
16,xgb,cross-fitted development,permutation::payment_amount_september::rank
16,xgb,cross-fitted development,permutation::payment_amount_september::sd
16,xgb,cross-fitted development,permutation::repayment_status_april::mean
16,xgb,cross-fitted development,permutation::repayment_status_april::rank
16,xgb,cross-fitted development,permutation::repayment_status_april::sd
16,xgb,cross-fitted development,permutation::repayment_status_august::mean
16,xgb,cross-fitted development,permutation::repayment_status_august::rank
16,xgb,cross-fitted development,permutation::repayment_status_august::sd
16,xgb,cross-fitted development,permutation::repayment_status_july::mean
16,xgb,cross-fitted development,permutation::repayment_status_july::rank
16,xgb,cross-fitted development,permutation::repayment_status_july::sd
16,xgb,cross-fitted development,permutation::repayment_status_june::mean
